ID	m/z	         RT
3582	413.26485	35.21
3583	436.34033	35.21
3584	360.32271	35.23
3585	697.65622	35.24
3586	149.02222	35.24
3587	321.3142	35.24
3588	338.34167	35.24
3589	340.3477	35.24
3590	675.67633	35.24
3591	413.26474	35.31
3592	391.28256	35.32
3593	393.29629	35.32
3594	371.3144	35.33
3595	361.32549	35.33
3596	321.31401	35.36
3597	339.34461	35.36
3598	697.65624	35.36
3599	360.3223	35.38
3600	896.70255	35.4
3601	393.29747	35.4
3602	928.69303	35.4
3603	675.67389	35.41
3604	896.70391	35.45
3605	896.70464	35.49
3606	518.37345	35.49
3607	613.42189	35.5
3608	473.31622	35.51
3609	817.60235	35.53
3610	896.70146	35.53
3611	928.69274	35.53
3612	705.58196	35.54
3613	596.59716	35.54
3614	643.52777	35.55
3615	603.53455	35.56
3616	700.6211	35.56
3617	309.13109	35.57
3618	596.59754	35.57
3619	644.53195	35.57
3620	804.56597	35.58
3621	790.56183	35.58
3622	173.08042	35.58
3623	309.1308	35.58
3624	141.11409	35.59
3625	817.6021	35.59
3626	239.09024	35.59
3627	217.10752	35.6
3628	173.08105	35.6
3629	882.60804	35.6
3630	638.57282	35.61
3631	700.62297	35.61
3632	803.56181	35.61
3633	596.59773	35.62
3634	804.56713	35.62
3635	817.6023	35.62
3636	824.64593	35.63
3637	790.56122	35.64
3638	882.60521	35.64
3639	596.59944	35.64
3640	603.53497	35.64
3641	817.5996	35.64
3642	643.52791	35.66
3643	705.5794	35.67
3644	803.56275	35.67
3645	141.11553	35.68
3646	884.66614	35.78
3647	141.11516	35.83
3648	141.11325	35.84
3649	771.4653	35.86
3650	766.51089	35.86
3651	139.98687	35.88
3652	162.97227	35.88
3653	271.91533	35.88
3654	125.98521	35.89
3655	127.95304	35.89
3656	167.01147	35.89
3657	172.02718	35.89
3658	182.98366	35.89
3659	214.91687	35.89
3660	229.89216	35.89
3661	230.88937	35.89
3662	255.94232	35.89
3663	344.87377	35.89
3664	360.84625	35.89
3665	102.96929	35.89
3666	112.97623	35.89
3667	140.95765	35.89
3668	141.95795	35.89
3669	414.75727	35.89
3670	137.96304	35.9
3671	154.96602	35.91
3672	113.96297	35.93
3673	128.9501	35.93
3674	130.96508	35.93
3675	158.95989	35.94
3676	105.93437	35.97
3677	102.01211	36.09
3678	158.00217	36.14
3679	217.10682	36.24
3680	173.07972	36.24
3681	139.98047	36.42
